,episode,cumulative reward
0,1,48.15305134654045
1,2,35.487308502197266
2,3,51.048858642578125
3,4,6.312716007232666
4,5,15.007962226867676
5,6,-32.1340217590332
6,7,24.402708053588867
7,8,-9.528838157653809
8,9,11.089841842651367
9,10,1.8795874118804932
10,11,12.360176086425781
11,12,41.018531799316406
12,13,33.348079681396484
13,14,-1.3426752090454102
14,15,-18.98259162902832
15,16,15.836749076843262
16,17,47.00844955444336
17,18,12.7302827835083
18,19,14.234491348266602
19,20,24.490795135498047
20,21,13.16368293762207
21,22,15.74450969696045
22,23,9.16821002960205
23,24,44.367530822753906
24,25,56.86433792114258
25,26,1.7952114343643188
26,27,9.952675819396973
27,28,26.41672134399414
28,29,7.419722080230713
29,30,12.228443145751953
30,31,49.3520622253418
31,32,8.132997512817383
32,33,38.91514587402344
33,34,-1.2602410316467285
34,35,72.57083892822266
35,36,35.459625244140625
36,37,0.31067514419555664
37,38,20.06619644165039
38,39,61.93019104003906
39,40,20.537057876586914
40,41,6.98777961730957
41,42,32.99602508544922
42,43,-338.6080322265625
43,44,18.09361457824707
44,45,33.66037368774414
45,46,14.588854789733887
46,47,7.23612117767334
47,48,30.02705955505371
48,49,17.436481475830078
49,50,13.810349464416504
50,51,17.8394718170166
51,52,58.06935501098633
52,53,16.45339584350586
53,54,28.881832122802734
54,55,2.439467191696167
55,56,29.019128799438477
56,57,25.300016403198242
57,58,17.532926559448242
58,59,17.47403335571289
59,60,15.521537780761719
60,61,111.90564727783203
61,62,19.396987915039062
62,63,14.693156242370605
63,64,11.653393745422363
64,65,-6.99121618270874
65,66,19.32613182067871
66,67,1.0598067045211792
67,68,80.31343078613281
68,69,15.358078956604004
69,70,27.343351364135742
70,71,56.56212615966797
71,72,66.0496826171875
72,73,23.014986038208008
73,74,7.639789581298828
74,75,25.646333694458008
75,76,9.778058052062988
76,77,13.297525405883789
77,78,43.04753875732422
78,79,0.699494481086731
79,80,123.51132202148438
80,81,75.26292419433594
81,82,39.716922760009766
82,83,53.39107894897461
83,84,62.496116638183594
84,85,66.83847045898438
85,86,28.305023193359375
86,87,22.864011764526367
87,88,16.75867462158203
88,89,43.327911376953125
89,90,17.80289077758789
90,91,30.259328842163086
91,92,16.550405502319336
92,93,25.714982986450195
93,94,13.911004066467285
94,95,14.175209045410156
95,96,12.800274848937988
96,97,35.80229568481445
97,98,120.77372741699219
98,99,11.049431800842285
99,100,15.557173728942871
100,101,33.62651824951172
101,102,83.24524688720703
102,103,0.011624008417129517
103,104,49.25383377075195
104,105,44.26998519897461
105,106,16.642120361328125
106,107,48.66057205200195
107,108,13.032374382019043
108,109,10.033716201782227
109,110,18.58634376525879
110,111,21.869571685791016
111,112,53.18556213378906
112,113,37.971717834472656
113,114,51.22871780395508
114,115,34.91399383544922
115,116,52.698612213134766
116,117,19.823871612548828
117,118,27.15254020690918
118,119,37.43682861328125
119,120,59.651947021484375
120,121,52.82874298095703
121,122,42.86482620239258
122,123,15.483850479125977
123,124,51.91477966308594
124,125,19.07176971435547
125,126,38.17817306518555
126,127,39.89121627807617
127,128,29.844900131225586
128,129,49.62514877319336
129,130,60.37131118774414
130,131,22.887571334838867
131,132,56.94681167602539
132,133,13.724757194519043
133,134,18.60613250732422
134,135,12.603857040405273
135,136,17.169004440307617
136,137,33.693904876708984
137,138,34.45446014404297
138,139,12.288322448730469
139,140,8.659817695617676
140,141,99.45587158203125
141,142,46.811397552490234
142,143,11.530235290527344
143,144,13.630716323852539
144,145,24.048336029052734
145,146,46.89531326293945
146,147,54.36130142211914
147,148,81.49742889404297
148,149,29.083959579467773
149,150,41.33146286010742
150,151,9.96796989440918
151,152,47.1707763671875
152,153,38.30607986450195
153,154,31.1707820892334
154,155,35.54767608642578
155,156,30.57074546813965
156,157,31.37628936767578
157,158,13.76945972442627
158,159,-48.01504898071289
159,160,15.687679290771484
160,161,20.280195236206055
161,162,18.592605590820312
162,163,36.152164459228516
163,164,47.39569091796875
164,165,27.4902400970459
165,166,25.864717483520508
166,167,18.025901794433594
167,168,17.13627815246582
168,169,-152.93408203125
169,170,76.41031646728516
170,171,13.47342300415039
171,172,66.49252319335938
172,173,33.8876953125
173,174,183.22622680664062
174,175,27.315847396850586
175,176,114.8092041015625
176,177,40.5775260925293
177,178,-6.222111701965332
178,179,17.148540496826172
179,180,282.80328369140625
180,181,48.419769287109375
181,182,170.03883361816406
182,183,109.16986083984375
183,184,33.081016540527344
184,185,15.982419967651367
185,186,18.32447624206543
186,187,21.26100730895996
187,188,53.78426742553711
188,189,73.74214172363281
189,190,9.498635292053223
190,191,155.554931640625
191,192,29.887310028076172
192,193,91.14596557617188
193,194,27.4966983795166
194,195,-9.946853637695312
195,196,13.6317777633667
196,197,30.558311462402344
197,198,141.26370239257812
198,199,31.408308029174805
199,200,-260.3320007324219
200,201,-434.4321594238281
201,202,-1320.0269775390625
202,203,-142.15065002441406
203,204,-17689.19921875
204,205,14.730623245239258
205,206,121.55791473388672
206,207,85.54596710205078
207,208,97.5583267211914
208,209,7.949645042419434
209,210,-6.218203544616699
210,211,-21.514108657836914
211,212,-5875.70556640625
212,213,10.497414588928223
213,214,-26.077077865600586
214,215,55.3680419921875
215,216,48.83717346191406
216,217,68.23744201660156
217,218,41.1605224609375
218,219,23.17192840576172
219,220,41.107574462890625
220,221,111.34085083007812
221,222,46.553565979003906
222,223,32.32381057739258
223,224,110.89187622070312
224,225,32.300655364990234
225,226,191.92620849609375
226,227,44.1496696472168
227,228,107.18844604492188
228,229,20.16554069519043
229,230,21.855064392089844
230,231,53.03223419189453
231,232,-211.91647338867188
232,233,76.10965728759766
233,234,87.69015502929688
234,235,116.15149688720703
235,236,-44.47905349731445
236,237,33.256446838378906
237,238,19.799257278442383
238,239,55.73588180541992
239,240,66.962646484375
240,241,11.65605640411377
241,242,103.47126007080078
242,243,-118.48805236816406
243,244,251.73980712890625
244,245,-420.8000183105469
245,246,14.680643081665039
246,247,-261.51708984375
247,248,136.70046997070312
248,249,44.030216217041016
249,250,25.3520450592041
250,251,41.63356018066406
251,252,50.52653884887695
252,253,23.41674041748047
253,254,94.98876190185547
254,255,143.36962890625
255,256,73.51234436035156
256,257,18.66434097290039
257,258,-22.474842071533203
258,259,94.60482025146484
259,260,43.220699310302734
260,261,36.17573928833008
261,262,57.27396011352539
262,263,49.334190368652344
263,264,12.878914833068848
264,265,220.36558532714844
265,266,62.35527420043945
266,267,91.81616973876953
267,268,180.5873565673828
268,269,28.159835815429688
269,270,59.94938659667969
270,271,41.78313446044922
271,272,48.63747024536133
272,273,-347.09344482421875
273,274,113.36241912841797
274,275,38.009212493896484
275,276,52.67530822753906
276,277,78.32078552246094
277,278,21.4883975982666
278,279,17.546716690063477
279,280,11.912776947021484
280,281,28.636287689208984
281,282,-33.15399169921875
282,283,20.142650604248047
283,284,162.1094207763672
284,285,83.63101196289062
285,286,18.49114227294922
286,287,52.57320022583008
287,288,97.35343170166016
288,289,8.630916595458984
289,290,36.623287200927734
290,291,2.9478018283843994
291,292,51.52262878417969
292,293,54.3211669921875
293,294,416.288330078125
294,295,110.91402435302734
295,296,145.6475067138672
296,297,-47.92149353027344
297,298,18.835065841674805
298,299,65.99943542480469
299,300,121.02738189697266
300,301,-108.70783233642578
301,302,113.48704528808594
302,303,107.08330535888672
303,304,141.8581085205078
304,305,121.375244140625
305,306,107.03475952148438
306,307,80.43021392822266
307,308,41.048370361328125
308,309,84.00047302246094
309,310,76.10299682617188
310,311,53.33591842651367
311,312,20.24197006225586
312,313,35.35678482055664
313,314,-126.1500244140625
314,315,111.80174255371094
315,316,14.345651626586914
316,317,71.62504577636719
317,318,257.30401611328125
318,319,57.99676513671875
319,320,-2473.2099609375
320,321,179.8419189453125
321,322,115.14673614501953
322,323,103.19575500488281
323,324,10.101073265075684
324,325,-606.7243041992188
325,326,4.541118144989014
326,327,82.22450256347656
327,328,170.07423400878906
328,329,4.433470726013184
329,330,89.83914184570312
330,331,122.69792175292969
331,332,64.00942993164062
332,333,36.718345642089844
333,334,58.95658874511719
334,335,71.9601058959961
335,336,27.594345092773438
336,337,324.836669921875
337,338,70.744140625
338,339,102.65037536621094
339,340,17.032665252685547
340,341,17.856733322143555
341,342,34.49598693847656
342,343,185.35568237304688
343,344,14.054101943969727
344,345,39.31927490234375
345,346,201.638671875
346,347,124.35798645019531
347,348,45.513450622558594
348,349,50.77384567260742
349,350,27.819156646728516
350,351,120.03308868408203
351,352,51.781864166259766
352,353,32.93864440917969
353,354,71.19865417480469
354,355,139.4556884765625
355,356,39.64813232421875
356,357,80.68589782714844
357,358,80.16637420654297
358,359,75.06794738769531
359,360,22.091707229614258
360,361,84.82271575927734
361,362,-38.88998794555664
362,363,44.84862518310547
363,364,78.2585678100586
364,365,64.46055603027344
365,366,128.50363159179688
366,367,74.58953857421875
367,368,185.41644287109375
368,369,-50.70945739746094
369,370,78.80770874023438
370,371,41.75053787231445
371,372,41.4985237121582
372,373,60.95342254638672
373,374,62.28049087524414
374,375,20.687559127807617
375,376,100.9748764038086
376,377,20.721532821655273
377,378,75.86141204833984
378,379,82.7546615600586
379,380,67.74756622314453
380,381,46.18672561645508
381,382,141.4561309814453
382,383,205.8572235107422
383,384,43.48655700683594
384,385,39.75419998168945
385,386,76.06581115722656
386,387,108.39026641845703
387,388,31.022552490234375
